Date,Price,Open,High,Low,Vol.,Change %,Date_m
15-01-18,90.73,90.59,90.70,90.05,24800,0,43115.00
16-01-18,90.15,90.25,90.58,90.11,27900,-0.64,43116.00
17-01-18,90.31,89.99,90.69,89.96,33600,0.18,43117.00
18-01-18,90.30,90.65,90.77,90.20,28100,-0.01,43118.00
19-01-18,90.37,90.32,90.51,89.96,24100,0.08,43119.00
22-01-18,90.19,90.27,90.50,90.14,16700,-0.2,43122.00
23-01-18,89.92,90.16,90.39,89.84,20300,-0.3,43123.00
24-01-18,89.01,89.88,89.91,88.95,32300,-1.01,43124.00
25-01-18,89.23,89.09,89.42,88.25,77300,0.25,43125.00
26-01-18,88.89,89.17,89.18,88.56,33100,-0.38,43126.00
29-01-18,89.13,88.95,89.44,88.83,25700,0.27,43129.00
30-01-18,89.00,89.22,89.48,88.74,26200,-0.15,43130.00
31-01-18,88.95,88.95,89.14,88.61,29100,-0.06,43131.00
01-02-18,88.50,88.94,89.17,88.39,23800,-0.51,43132.00
02-02-18,89.04,88.49,89.28,88.44,32600,0.61,43133.00
05-02-18,89.41,89.19,89.58,88.88,37100,0.42,43136.00
06-02-18,89.45,89.47,89.92,89.23,40100,0.04,43137.00
07-02-18,90.12,89.49,90.28,89.33,33000,0.75,43138.00
08-02-18,90.12,90.16,90.45,89.89,35200,0,43139.00
09-02-18,90.33,90.16,90.45,90.00,34900,0.23,43140.00
12-02-18,90.10,90.25,90.31,89.95,19200,-0.25,43143.00
13-02-18,89.59,90.06,90.07,89.49,20900,-0.57,43144.00
14-02-18,89.00,89.59,90.02,88.83,39200,-0.66,43145.00
15-02-18,88.50,88.89,88.89,88.44,27600,-0.56,43146.00
16-02-18,89.01,88.50,89.15,88.15,26100,0.58,43147.00
19-02-18,89.01,89.00,89.36,88.86,11400,0,43150.00
20-02-18,89.64,89.17,89.72,89.16,17800,0.71,43151.00
21-02-18,89.91,89.67,90.06,89.49,0,0.3,43152.00
