Date,Price,Open,High,Low,Vol.,Change %,Date_m
23-Jan-17,19799.85,19794.79,19833.98,19732.36,326600000,-0.14,42758
24-Jan-17,19912.71,19794.68,19949.24,19786.71,374400000,0.57,42759
25-Jan-17,20068.51,19994.48,20082.00,19994.48,372200000,0.78,42760
26-Jan-17,20100.91,20076.25,20125.58,20067.53,356700000,0.16,42761
27-Jan-17,20093.78,20103.36,20115.97,20072.64,343100000,-0.04,42762
30-Jan-17,19971.13,20028.62,20028.62,19870.39,317200000,-0.61,42765
31-Jan-17,19864.09,19913.16,19918.17,19784.77,373700000,-0.54,42766
01-Feb-17,19890.94,19923.81,19967.73,19845.99,426600000,0.14,42767
02-Feb-17,19884.91,19858.34,19922.75,19831.09,347200000,-0.03,42768
03-Feb-17,20071.46,19964.21,20081.48,19964.21,344200000,0.94,42769
06-Feb-17,20052.42,20025.61,20094.95,20002.81,281700000,-0.09,42772
07-Feb-17,20090.29,20107.62,20155.35,20068.68,279600000,0.19,42773
08-Feb-17,20054.34,20049.29,20068.28,20015.33,280400000,-0.18,42774
09-Feb-17,20172.40,20061.73,20206.36,20061.73,325300000,0.59,42775
10-Feb-17,20269.37,20211.23,20298.21,20204.76,312200000,0.48,42776
13-Feb-17,20412.16,20338.54,20441.48,20322.95,314600000,0.7,42779
14-Feb-17,20504.41,20374.22,20504.41,20374.02,356500000,0.45,42780
15-Feb-17,20611.86,20504.27,20620.45,20496.03,384300000,0.52,42781
16-Feb-17,20619.77,20627.31,20639.87,20556.83,354100000,0.04,42782
17-Feb-17,20624.05,20564.13,20624.05,20532.61,340600000,0.02,42783
21-Feb-17,20743.00,20663.43,20757.64,20663.37,336800000,0.58,42787
22-Feb-17,20775.60,20715.41,20781.59,20692.39,310500000,0.16,42788
23-Feb-17,20810.32,20817.21,20840.70,20746.41,302100000,0.17,42789
24-Feb-17,20821.76,20751.91,20821.76,20733.95,292500000,0.05,42790
27-Feb-17,20837.44,20808.71,20851.33,20774.76,256500000,0.08,42793
28-Feb-17,20812.24,20833.88,20841.24,20781.21,339200000,-0.12,42794
01-Mar-17,21115.55,20957.29,21169.11,20957.29,392800000,1.46,42795
02-Mar-17,21002.97,21128.91,21129.20,20996.61,319900000,-0.53,42796
03-Mar-17,21005.71,21008.75,21039.96,20953.86,254400000,0.01,42797
06-Mar-17,20954.34,20955.71,20986.43,20912.11,266600000,-0.24,42800
07-Mar-17,20924.76,20934.89,20970.54,20901.26,274600000,-0.14,42801
08-Mar-17,20855.73,20940.44,20951.44,20835.58,296700000,-0.33,42802
09-Mar-17,20858.19,20864.32,20900.57,20777.16,275900000,0.01,42803
10-Mar-17,20902.98,20919.01,20940.29,20827.66,315400000,0.21,42804
13-Mar-17,20881.48,20899.28,20926.06,20845.71,289200000,-0.1,42807
14-Mar-17,20837.37,20848.60,20874.00,20786.31,246800000,-0.21,42808
15-Mar-17,20950.10,20874.78,20977.47,20859.60,306500000,0.54,42809
16-Mar-17,20934.55,20969.27,21000.11,20893.50,264300000,-0.07,42810
17-Mar-17,20914.62,20965.37,20980.51,20911.07,535200000,-0.1,42811
20-Mar-17,20905.86,20916.27,20955.45,20885.70,253600000,-0.04,42814
21-Mar-17,20668.01,20956.33,20970.04,20653.26,369300000,-1.14,42815
22-Mar-17,20661.30,20640.42,20686.21,20578.95,325000000,-0.03,42816
23-Mar-17,20656.58,20645.07,20757.89,20618.62,280000000,-0.02,42817
24-Mar-17,20596.72,20674.45,20718.33,20529.67,292900000,-0.29,42818
27-Mar-17,20550.98,20488.35,20578.46,20412.80,269300000,-0.22,42821
28-Mar-17,20701.50,20542.14,20735.61,20520.10,299600000,0.73,42822
29-Mar-17,20659.32,20675.75,20684.73,20625.03,238300000,-0.2,42823
30-Mar-17,20728.49,20662.79,20753.78,20643.60,270900000,0.33,42824
31-Mar-17,20663.22,20700.34,20722.59,20660.68,303700000,-0.31,42825
03-Apr-17,20650.21,20665.17,20692.34,20517.82,285600000,-0.06,42828
04-Apr-17,20689.24,20634.94,20701.29,20605.30,237300000,0.19,42829
05-Apr-17,20648.15,20745.06,20887.50,20639.55,284900000,-0.2,42830
06-Apr-17,20662.95,20653.77,20746.46,20612.17,251700000,0.07,42831
07-Apr-17,20656.10,20647.81,20726.07,20606.95,219700000,-0.03,42832
10-Apr-17,20658.02,20668.22,20750.33,20614.86,230400000,0.01,42835
11-Apr-17,20651.30,20644.32,20660.03,20512.56,255100000,-0.03,42836
12-Apr-17,20591.86,20637.95,20642.54,20553.03,267600000,-0.29,42837
13-Apr-17,20453.25,20561.69,20612.27,20453.25,235800000,-0.67,42838
17-Apr-17,20636.92,20484.75,20644.41,20484.75,229200000,0.9,42842
18-Apr-17,20523.28,20561.39,20600.12,20462.28,263100000,-0.55,42843
19-Apr-17,20404.49,20503.52,20546.69,20379.55,294700000,-0.58,42844
20-Apr-17,20578.71,20406.68,20629.78,20406.68,312400000,0.85,42845
21-Apr-17,20547.76,20578.10,20601.40,20505.33,369600000,-0.15,42846
24-Apr-17,20763.89,20723.59,20792.20,20723.59,342400000,1.05,42849
25-Apr-17,20996.12,20915.51,21026.97,20909.38,348100000,1.12,42850
26-Apr-17,20975.09,21009.95,21070.90,20972.27,328500000,-0.1,42851
27-Apr-17,20981.33,20991.12,21005.80,20935.80,305600000,0.03,42852
28-Apr-17,20940.51,20987.39,20987.76,20926.75,329900000,-0.19,42853
01-May-17,20913.46,20962.73,20976.62,20898.38,288100000,-0.13,42856
02-May-17,20949.89,20941.19,20960.92,20904.06,338800000,0.17,42857
03-May-17,20957.90,20915.00,20972.74,20874.18,310900000,0.04,42858
04-May-17,20951.47,20987.83,20990.79,20847.95,274700000,-0.03,42859
05-May-17,21006.94,20929.04,21006.94,20905.00,260900000,0.26,42860
08-May-17,21012.28,20991.26,21017.89,20971.05,276100000,0.03,42863
09-May-17,20975.78,21022.28,21046.85,20938.04,273000000,-0.17,42864
10-May-17,20943.11,20958.49,20976.28,20884.15,283300000,-0.16,42865
11-May-17,20919.42,20925.72,20933.36,20798.90,287600000,-0.11,42866
12-May-17,20896.61,20893.19,20916.10,20869.74,288500000,-0.11,42867
15-May-17,20981.94,20923.63,21000.83,20923.63,313100000,0.41,42870
16-May-17,20979.75,20984.48,21033.53,20932.88,311500000,-0.01,42871
17-May-17,20606.93,20846.17,20846.17,20601.08,423200000,-1.78,42872
18-May-17,20663.02,20579.65,20759.20,20553.45,422500000,0.27,42873
19-May-17,20804.84,20698.28,20857.13,20687.94,365100000,0.69,42874
22-May-17,20894.83,20867.77,20914.26,20860.16,276100000,0.43,42877
23-May-17,20937.91,20908.67,20961.14,20896.22,244900000,0.21,42878
24-May-17,21012.42,20949.21,21022.82,20933.58,283100000,0.36,42879
25-May-17,21082.95,21062.96,21112.32,21051.41,268900000,0.34,42880
26-May-17,21080.28,21070.15,21092.82,21050.49,208000000,-0.01,42881
30-May-17,21029.47,21045.49,21063.62,21009.60,242800000,-0.24,42885
