Date,Price,Open,High,Low,Vol.,Change %,Date_m
22-May-17,0.2982,0.326,0.3367,0.262,26.62M,-8.53,42877
23-May-17,0.317,0.2982,0.3479,0.2808,17.52M,6.3,42878
24-May-17,0.286,0.317,0.3335,0.285,22.37M,-9.78,42879
25-May-17,0.2324,0.286,0.29,0.2006,34.06M,-18.74,42880
26-May-17,0.2588,0.2324,0.32,0.2231,32.52M,11.36,42881
27-May-17,0.203,0.2588,0.2718,0.12,74.49M,-21.56,42882
28-May-17,0.2163,0.203,0.2362,0.1801,30.57M,6.55,42883
29-May-17,0.2245,0.2163,0.2375,0.198,26.55M,3.79,42884
30-May-17,0.1956,0.2245,0.231,0.1936,21.29M,-12.87,42885
31-May-17,0.2366,0.1956,0.2455,0.1785,26.17M,20.96,42886
01-Jun-17,0.3215,0.2366,0.329,0.2323,63.23M,35.88,42887
02-Jun-17,0.286,0.3215,0.327,0.264,22.63M,-11.04,42888
03-Jun-17,0.2658,0.286,0.295,0.26,12.73M,-7.06,42889
04-Jun-17,0.2658,0.2658,0.2658,0.2658,0,0,42890
05-Jun-17,0.2825,0.2883,0.293,0.2785,7.19M,6.28,42891
06-Jun-17,0.2814,0.2825,0.29,0.267,22.12M,-0.39,42892
07-Jun-17,0.2698,0.2814,0.299,0.2675,24.72M,-4.12,42893
08-Jun-17,0.2843,0.2698,0.2951,0.2633,13.46M,5.37,42894
09-Jun-17,0.28,0.2843,0.294,0.28,8.30M,-1.51,42895
10-Jun-17,0.25,0.28,0.285,0.25,16.05M,-10.71,42896
11-Jun-17,0.2686,0.25,0.272,0.25,9.99M,7.44,42897
12-Jun-17,0.2391,0.2686,0.28,0.2168,29.60M,-10.98,42898
13-Jun-17,0.26,0.2391,0.2755,0.2311,12.47M,8.74,42899
14-Jun-17,0.2532,0.26,0.2989,0.2413,22.17M,-2.62,42900
15-Jun-17,0.24,0.2532,0.2606,0.2018,27.32M,-5.21,42901
16-Jun-17,0.2459,0.24,0.2513,0.2249,10.11M,2.46,42902
17-Jun-17,0.257,0.2459,0.262,0.2346,11.43M,4.51,42903
18-Jun-17,0.2632,0.257,0.2762,0.2357,18.90M,2.41,42904
19-Jun-17,0.2809,0.2632,0.282,0.2573,9.64M,6.72,42905
20-Jun-17,0.2994,0.2809,0.3209,0.271,31.17M,6.59,42906
21-Jun-17,0.2693,0.2994,0.3094,0.2503,19.25M,-10.05,42907
22-Jun-17,0.277,0.2693,0.2801,0.2561,10.19M,2.86,42908
23-Jun-17,0.29,0.277,0.294,0.2741,9.98M,4.69,42909
24-Jun-17,0.27,0.29,0.3,0.26,14.54M,-6.9,42910
25-Jun-17,0.254,0.27,0.2763,0.245,8.35M,-5.93,42911
26-Jun-17,0.245,0.254,0.2635,0.21,20.51M,-3.54,42912
27-Jun-17,0.256,0.245,0.26,0.21,16.95M,4.49,42913
28-Jun-17,0.2622,0.256,0.2665,0.2433,10.34M,2.42,42914
29-Jun-17,0.2495,0.2622,0.2658,0.24,10.20M,-4.84,42915
30-Jun-17,0.2439,0.2495,0.2601,0.241,8.75M,-2.24,42916
01-Jul-17,0.2316,0.2439,0.2463,0.2207,8.51M,-5.04,42917
02-Jul-17,0.2462,0.2316,0.255,0.2291,4.71M,6.3,42918
03-Jul-17,0.2524,0.2462,0.2565,0.2397,6.99M,2.52,42919
04-Jul-17,0.247,0.2524,0.257,0.2436,6.34M,-2.14,42920
05-Jul-17,0.249,0.247,0.256,0.2416,5.43M,0.81,42921
06-Jul-17,0.2488,0.249,0.2521,0.2462,3.86M,-0.08,42922
07-Jul-17,0.2284,0.2488,0.251,0.2251,6.27M,-8.2,42923
08-Jul-17,0.23,0.2284,0.232,0.2079,7.46M,0.7,42924
09-Jul-17,0.2235,0.23,0.2415,0.2233,4.38M,-2.83,42925
10-Jul-17,0.1839,0.2235,0.2264,0.1689,13.02M,-17.72,42926
11-Jul-17,0.1753,0.1839,0.1963,0.1404,33.15M,-4.68,42927
12-Jul-17,0.1959,0.1753,0.1959,0.161,17.84M,11.75,42928
13-Jul-17,0.1888,0.1959,0.2163,0.1788,14.36M,-3.62,42929
14-Jul-17,0.1825,0.1888,0.1915,0.172,8.68M,-3.34,42930
15-Jul-17,0.1724,0.1825,0.1841,0.1717,12.05M,-5.53,42931
16-Jul-17,0.1468,0.1724,0.1748,0.128,40.60M,-14.85,42932
17-Jul-17,0.1728,0.1468,0.1729,0.1417,33.99M,17.71,42933
18-Jul-17,0.1771,0.1728,0.187,0.1599,26.89M,2.49,42934
19-Jul-17,0.1615,0.1771,0.1849,0.1579,21.26M,-8.81,42935
20-Jul-17,0.191,0.1615,0.195,0.1615,28.82M,18.27,42936
21-Jul-17,0.1836,0.191,0.1935,0.181,17.59M,-3.87,42937
22-Jul-17,0.1979,0.1836,0.2045,0.181,22.34M,7.79,42938
23-Jul-17,0.1968,0.1979,0.208,0.1861,24.59M,-0.56,42939
24-Jul-17,0.1925,0.1968,0.2001,0.1898,9.72M,-2.18,42940
25-Jul-17,0.1745,0.1925,0.1933,0.166,21.02M,-9.35,42941
26-Jul-17,0.1726,0.1745,0.1799,0.1638,12.77M,-1.09,42942
27-Jul-17,0.1726,0.1726,0.176,0.1681,7.50M,0,42943
28-Jul-17,0.1626,0.1726,0.1744,0.1567,12.41M,-5.79,42944
